"Wert"	"n"	"sum"
.00	13	13
1.00	1	14
5.00	2	16
10.00	3	19
14.00	1	20
19.99	1	21
20.00	7	28
25.00	2	30
30.00	4	34
40.00	3	37
50.00	6	43
60.00	2	45
100.00	1	46
200.00	2	48
