In welchem Jahr bist du geboren? / Wie viele Stunden verbringst du in der Woche mit Videospielen?	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	48	49	50	52	54	55	56	60	62	63	65	70	72	74	75	80	82	84	85	90	91	95	98	100	110	120	126	409	500	Gesamt
1968	0	0	0	0	2	0	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
1969	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	4	1	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
1970	0	0	0	0	0	1	0	1	1	0	4	0	1	0	0	0	0	0	0	0	5	2	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
1971	0	0	1	1	0	2	1	0	0	0	9	0	1	0	1	3	2	0	0	0	4	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
1972	0	0	0	0	0	1	0	0	0	0	5	0	1	0	1	4	0	0	0	0	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20
1973	0	0	2	0	0	2	2	1	1	0	6	0	3	0	1	1	0	0	1	0	7	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
1974	0	0	0	0	1	3	0	1	2	0	1	0	1	0	1	6	0	0	1	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
1975	0	0	3	0	1	0	1	0	5	0	6	0	3	0	0	3	1	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
1976	0	0	0	0	0	4	1	1	1	0	3	0	2	0	3	8	0	0	0	0	4	0	0	0	0	3	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
1977	0	0	0	1	2	1	3	3	4	0	16	0	2	0	3	6	2	0	0	0	9	2	0	0	1	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
1978	0	0	2	3	1	1	1	0	3	0	10	0	2	0	0	9	0	0	1	0	8	0	0	0	0	4	0	0	0	0	7	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56
1979	0	0	1	3	2	3	0	0	5	0	10	0	2	0	2	9	2	0	0	0	13	1	0	1	1	2	0	0	2	0	5	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72
1980	0	0	0	2	1	1	5	1	4	0	14	1	4	0	5	6	1	0	1	0	22	1	0	0	1	5	0	1	1	0	9	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97
1981	0	0	0	0	3	5	2	2	3	0	21	0	5	0	4	15	2	1	1	0	17	4	0	0	0	9	0	0	0	0	9	0	0	0	0	2	2	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	115
1982	1	0	1	5	3	3	2	1	8	0	20	0	6	0	3	12	2	0	0	0	22	1	2	0	0	5	0	0	1	0	10	0	0	0	0	3	0	0	0	0	4	0	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	123
1983	0	1	0	0	2	5	4	4	16	0	21	0	8	4	3	10	4	0	2	0	22	2	1	0	3	10	1	1	1	0	10	1	0	0	0	5	0	0	0	1	7	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154
1984	1	1	3	4	4	7	6	3	4	0	22	0	6	0	1	19	1	2	1	0	24	5	4	0	3	10	0	1	1	0	9	0	0	0	0	7	1	0	0	0	8	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	163
1985	0	0	3	0	6	4	7	5	7	1	18	1	8	0	6	19	0	0	5	0	26	4	1	0	0	13	1	0	3	0	13	0	0	0	0	4	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	162
1986	0	0	1	1	4	4	11	4	12	3	22	1	12	0	5	16	2	0	3	0	27	5	2	0	1	18	0	0	1	0	19	2	1	0	0	2	1	1	0	0	11	0	0	1	0	0	0	2	0	5	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	205
1987	0	1	2	3	5	9	8	7	9	0	21	0	6	0	9	22	2	2	4	0	30	3	1	0	6	14	2	1	4	0	19	0	1	0	3	6	0	0	0	0	12	0	0	0	1	1	0	0	0	7	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	225
1988	0	0	1	2	3	7	10	6	9	1	24	1	15	1	3	20	3	2	1	0	38	4	1	0	3	12	1	0	3	0	25	0	0	0	0	13	1	0	0	0	13	0	1	0	1	0	1	1	0	4	1	0	0	1	2	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	240
1989	0	1	4	2	5	7	3	2	11	3	28	1	15	2	6	18	6	0	2	0	38	6	1	2	0	15	1	0	2	0	16	0	1	0	0	4	1	1	0	0	4	0	0	1	0	1	0	0	0	3	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218
1990	0	0	6	1	0	7	5	3	11	1	16	0	6	0	6	25	2	0	3	0	33	6	0	0	3	12	1	0	2	0	23	0	2	0	0	6	1	0	1	0	11	0	1	0	0	1	0	2	0	4	0	0	0	1	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	209
1991	0	0	1	2	4	4	5	2	5	0	21	0	12	4	6	15	2	0	3	0	22	4	3	0	1	10	1	0	0	0	10	0	0	0	0	4	0	0	0	1	10	0	0	0	0	3	0	1	0	6	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	168
1992	0	3	0	1	3	9	6	0	6	2	11	1	7	2	8	23	2	0	5	0	29	1	0	0	2	11	1	1	1	0	9	0	0	0	0	4	1	1	1	0	10	0	1	0	0	2	1	1	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	173
1993	0	0	2	0	2	5	5	5	2	1	16	1	4	0	8	13	3	0	4	1	18	4	0	2	4	15	1	0	5	0	9	1	1	0	0	6	2	0	0	0	8	0	1	0	0	3	0	2	0	3	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	163
1994	0	0	2	1	2	6	5	1	3	0	8	0	7	1	5	14	3	1	6	2	21	5	1	1	1	10	1	0	2	1	13	0	0	0	0	7	1	0	1	0	7	0	1	0	0	3	0	0	0	7	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	154
1995	0	1	0	3	2	4	3	2	8	1	16	0	5	0	4	13	4	0	2	1	15	4	4	1	1	11	1	2	2	0	10	1	1	0	0	7	1	0	0	1	7	0	0	0	0	3	0	0	1	5	0	0	0	2	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	157
1996	0	0	0	2	1	5	2	2	6	2	11	1	8	1	3	14	4	4	7	1	23	4	1	0	6	11	1	0	1	0	16	0	0	0	0	4	1	0	2	2	10	0	0	0	0	3	0	0	0	9	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	173
1997	0	0	1	2	4	3	3	4	2	0	15	1	4	1	5	10	7	0	4	1	19	4	2	0	4	3	0	2	3	0	10	0	1	1	0	5	0	0	0	0	13	0	1	0	0	2	0	0	0	1	0	0	0	1	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	144
1998	0	0	0	0	4	3	2	3	3	1	6	2	7	1	6	10	2	2	2	0	13	1	2	0	0	13	0	0	0	0	15	0	0	0	0	6	1	0	0	0	8	0	0	0	0	2	0	0	0	5	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	128
1999	0	0	0	0	3	0	1	1	6	0	6	3	6	0	5	8	3	0	1	1	13	2	0	2	1	7	0	0	3	0	5	0	2	0	0	6	0	0	0	1	1	1	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	96
2000	0	0	0	1	1	3	0	1	1	1	1	0	2	1	0	3	1	0	0	0	5	3	0	0	1	2	0	0	0	0	5	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	43
2001	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
2002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Gesamt	2	8	36	40	74	121	104	67	163	19	422	14	176	18	115	365	64	14	62	7	553	80	26	9	44	237	15	10	41	1	297	5	10	2	3	114	14	3	6	6	178	1	7	2	3	26	2	11	2	84	1	2	5	10	41	1	2	2	17	3	1	2	6	1	2	1	2	1	1	1	11	1	2	1	1	1	3802
