"Wert"	"n"	"sum"
"Hard Reset (Extended Edition)	4	9049
"Hardboiled Chicken	1	9050
"Harvest Moon DS	1	9051
"Harveys Neue Augen	2	9053
"Hashi	1	9054
"Hatsune Miku: Project Diva F 2nd	2	9056
"Hawken	2	9058
"Haxball	1	9059
"Hay Day	4	9063
"Hazard Ops	1	9064
"Hearthstone: Heroes of Warcraft	126	9190
"Hearts of Iron II	4	9194
"Hearts of Iron III	12	9206
"Heavy Rain	1	9207
"Helden von Camelot	3	9210
"Hellgate: London	1	9211
"Hero Siege	2	9213
"Heroes & Generals	5	9218
"Heroes Charge	1	9219
"Heroes of Dragon Age	2	9221
"Heroes of Might and Magic 2	1	9222
"Heroes of Might and Magic 5	1	9223
"Heroes of Might and Magic 6	1	9224
"Heroes of Might and Magic III: The Rest	2	9226
"Heroes of Might and Magic III: The Restoration	3	9229
"Heroes of Might and Magic III: The Restoration of Erathia	2	9231
"Heroes of Might and Magic V	5	9236
"Heroes of Newerth	1	9237
"Heroes of storm	1	9238
"Heroes of the Storm	27	9265
"Heroine's Quest: The Herald of Ragnarok	1	9266
"Herrscher des Olymp – Zeus	2	9268
"Hex: Shards of Fate	2	9270
"Hexcells Infinite	2	9272
"Hexcells Plus	1	9273
"Hidden & Dangerous 2	2	9275
"Highway Racer 3D	1	9276
"Hill Climb Racing	6	9282
"Hitman	1	9283
"Hitman GO	1	9284
"Hitman: Absolution	21	9305
"Hitman: Blood Money	1	9306
"Hitman: Contracts	2	9308
"Homefront	1	9309
"Homeworld	1	9310
"Hoplite	1	9311
"Horizon	1	9312
"Horizon 2	2	9314
"Hotline Miami	9	9323
"How to Survive	9	9332
"Hyperdimension Neptunia	2	9334
"Hyperdimension Neptunia Re;Birth1	1	9335
"Hyrule Warriors	26	9361
"I Am Alive	1	9362
"I am Bread	5	9367
"IL-2 Sturmovik: Battle of Stalingrad	1	9368
"IL-2 Sturmovik: Cliffs of Dover	1	9369
"Ice Age: Die Siedlung	1	9370
"Ice Breaker	1	9371
"Icewind Dale	4	9375
"Icewind Dale: Enhanced Edition	5	9380
"Idle Oil Tycoon	1	9381
"Imouto Ijime	1	9382
"InFamous: First Light	2	9384
"InWorldz	1	9385
"Indiana Jones and the Fate of Atlantis	1	9386
"Indiana Jones-greatest Adventures	1	9387
"Infestation	3	9390
"Infinite Undiscovery	1	9391
"Infinity Blade II	1	9392
"Infinity Wars	2	9394
"InflationRPG	1	9395
"Ingress	4	9399
"Injustice: Gods Among Us	23	9422
"Insane 2	1	9423
"Insurgency: Modern Infantry Combat	39	9462
"Invisible Inc.	1	9463
"Jade Empire	2	9465
"Jagged Alliance 2	2	9467
"Jagged Alliance: Back in Action	3	9470
"Jazz Jackrabbit 2	1	9471
"Jazzpunk	3	9474
"Jetpack Joyride	1	9475
"Journey	3	9478
"Just Cause	2	9480
"Just Cause 2	16	9496
"Just Dance 2014	1	9497
"Just Dance 2015	1	9498
"Kairo	1	9499
"Kalah!	1	9500
"Kane & Lynch: Dead Men	1	9501
"Kantai Collection	2	9503
"Kenshi	1	9504
"Kentucky Road Zero	1	9505
"Kentucky Route Zero	2	9507
"Kerbal Space Program	46	9553
"Kid Icarus: Uprising	1	9554
"Killer Instinct	4	9558
"Killer is Dead	2	9560
"Killing Floor	37	9597
"Killzone 3	1	9598
"Killzone: Shadow Fall	8	9606
"King of Dragon Pass	1	9607
"King's Bounty: Warriors of the North	2	9609
"Kingdom Come: Deliverance	2	9611
"Kingdom Hearts	5	9616
"Kingdom Hearts 1.5 HD Remix	3	9619
"Kingdom Hearts II	1	9620
"Kingdom Hearts II HD	1	9621
"Kingdom Rush	2	9623
"Kingdom Rush HD	1	9624
"Kingdom hearts 2.5 HD Remix	12	9636
"Kingdom of Loathing	1	9637
"Kingdoms of Amalur: Reckoning	8	9645
"Knack	5	9650
"KnightShift	1	9651
"Knights of Honor	2	9653
"L.A. Noire	7	9660
"LEGO Batman 2	3	9663
"LEGO Batman 3: Beyond Gotham	14	9677
"LEGO Batman: The Videogame	2	9679
"LEGO City Undercover	1	9680
"LEGO Der Herr der Ringe	5	9685
"LEGO Indiana Jones	1	9686
"LEGO Marvel Super Heroes	12	9698
"LEGO Movie	1	9699
"LEGO Pirates of the Caribbean	1	9700
"LEGO Star Wars	3	9703
"LEGO: Der Hobbit	3	9706
"LIMBO	9	9715
"LYNE	3	9718
"Landmark	1	9719
"Landwirtschafts-Simulator 2013	2	9721
"Landwirtschafts-Simulator 2014	2	9723
"Landwirtschafts-Simulator 2015	25	9748
"Lara Croft and the Guardian of Light	6	9754
"Lara Croft und der Tempel des Osiris	6	9760
"Last Chaos	2	9762
"Last of Us	1	9763
"League of Legends	262	10025
"Left 4 Dead	7	10032
"Left 4 Dead 2	54	10086
"Legacy of Kain	1	10087
"Legacy of Kain: Soul Reaver	2	10089
"Legend of Grimrock	6	10095
"Legend of Grimrock 2	15	10110
"Lego Star Wars: The Complete Saga	1	10111
"Letter Quest: Grimm's Journey	1	10112
"Lichdom: Battlemage	6	10118
"Life is Feudal	7	10125
"Life is Feudal: Your Own	2	10127
"Lightning Returns: Final Fantasy XIII	2	10129
"Little Big Planet 2	1	10130
"LittleBigPlanet	5	10135
"LittleBigPlanet 3	11	10146
"LittleBigPlanet: Karting	1	10147
"Live for Speed	2	10149
"Loadout	6	10155
"Lords of Xulima	4	10159
"Lords of the Fallen	56	10215
"Lost Horizon	2	10217
"Lost Planet 3	1	10218
"Lucius	1	10219
"Lufia	2	10221
"Luigi's Mansion	1	10222
"Luigi's Mansion 2	1	10223
"Lux Touch	1	10224
"Lylat Wars	1	10225
"MLB 14 The Show	2	10227
"MXGP - The Official Motocross Videogame	1	10228
"Machinarium	2	10230
"Mad Games Tycoon	2	10232
"Madden NFL 09	1	10233
"Madden NFL 15	12	10245
"Madden NFL 25	2	10247
"Madden nfl 13	1	10248
"Mafia II	12	10260
"Magic 2014: Duels of the Planeswalkers	3	10263
"Magic 2015 - Duels of the Planeswalkers	3	10266
"Magic: The Gathering	1	10267
"Magicite	2	10269
"Magicka	8	10277
"MagnaCarta 2	1	10278
"Mahjong Tower	1	10279
"Maia	1	10280
"Manhunt	1	10281
"Manhunt 2	1	10282
"Maniac Mansion	2	10284
"Mario Kart 64	1	10285
"Mario Kart 7	5	10290
"Mario Kart 8	92	10382
"Mario Kart Wii	3	10385
"Mario Party 7	1	10386
"Mark of the Ninja	6	10392
"Mars Effect	1	10393
"Marvel Heroes 2015	1	10394
"Marvel Puzzle Quest: Dark Reign	4	10398
"Marvel vs StreetFighter	1	10399
"Marvel: Ultimate Alliance	1	10400
"Mashed	2	10402
"Mass Effect	35	10437
"Mass Effect 2	19	10456
"Mass Effect 3	41	10497
"Master of Orion II: Battle at Antares	4	10501
"Mata Hari	1	10502
"Max & Mario - Die Rache des Dr. Düster	1	10503
"Max Payne	3	10506
"Max Payne 2: The Fall of Max Payne	3	10509
"Max Payne 3	13	10522
"McPixel	1	10523
"MechWarrior 4: Mercenaries	1	10524
"MechWarrior Online	18	10542
"Medal of Honor: Allied Assault	1	10543
"Medal of Honor: Warfighter	4	10547
"Medieval II: Total War	7	10554
"Medieval: Total War	2	10556
"Mega Man 3	1	10557
"Melody's Escape	1	10558
"Memoria	3	10561
"Men of War: Assault Squad	1	10562
"Men of War: Assault Squad 2	3	10565
"Mercenary Kings	2	10567
"Merchants of Kaidan	1	10568
"Metal Gear Rising: Revengeance	13	10581
"Metal Gear Solid	5	10586
"Metal Gear Solid 2: Sons of Liberty	4	10590
"Metal Gear Solid 3: Snake Eater	1	10591
"Metal Gear Solid 4: Guns of the Patriots	2	10593
"Metal Gear Solid 5: Ground Zeroes	4	10597
"Metal Gear Solid: Peace Walker	1	10598
"Metal Slug 3	1	10599
"Metro 2033	11	10610
"Metro 2033 Redux	19	10629
"Metro: Last Light	16	10645
"Metro: Last Light Redux	2	10647
"Metroid: Other M	1	10648
"Microsoft Flight Simulator X	3	10651
"Might & Magic Duel of Champions	1	10652
"Might & Magic VI: The Mandate of Heaven	1	10653
"Might & Magic X: Legacy	1	10654
"Might & Magic: Clash of Heroes	2	10656
"Might & Magic: Heroes 6	1	10657
"Might and Magic Heroes VI	1	10658
"Might and Magic VIII: Day of the Destro	1	10659
"Minecraft	220	10879
"Mines of Mars	1	10880
"Minesweeper	5	10885
"Minetest	1	10886
"Mini Metro	3	10889
"Mini Ninjas	1	10890
"MiniDayZ	1	10891
"Minimum	3	10894
"Mirror's Edge	18	10912
"Mittelerde: Mordors Schatten	166	11078
"Monaco: What's Yours is Mine	5	11083
"Monkey Island 2: LeChuck's Revenge	1	11084
"Monopoly App	1	11085
"Monopoly Plus	1	11086
"Monster Hunter 3 Ultimate	4	11090
"Monster Hunter Freedom Unite	2	11092
"Monstermind	1	11093
"Monument Valley	11	11104
"Mordheim: City of the Damned	1	11105
"Mortal Kombat (2011)	8	11113
"MotoGP 14	3	11116
"Mount&Blade: Warband	41	11157
"Mountain	2	11159
"Muramasa Rebirth	1	11160
"Murdered: Soul Suspect	9	11169
"My Lands	1	11170
"My Little Pony: Friendship Is Magic	1	11171
"Mystery Case Files: Dire Grove, Sacred Grove	1	11172
"NASCAR '14	1	11173
"NBA 2K12	2	11175
"NBA 2K13	2	11177
"NBA 2K14	8	11185
"NBA 2k15	42	11227
"NEO Scavenger	1	11228
"NHL 14	3	11231
"NHL 15	7	11238
"Nano Assault Neo	1	11239
"Napoleon: Total War	7	11246
"Naruto Shippuden: Ultimate Ninja Storm	1	11247
"Naruto Shippuden: Ultimate Ninja Storm 3	1	11248
"Naruto Shippuden: Ultimate Ninja Storm Revolut	1	11249
"Naruto Shippuden: Ultimate Ninja Storm Revolution	2	11251
"Naruto Shippuuden: Narutimate Storm Rev	1	11252
"Naruto Shippuuden: Narutimate Storm Revolution	1	11253
"Nation Red	1	11254
"Natural Doctrine	1	11255
"Natural Selection 2	4	11259
"Need For Speed	5	11264
"Need For Speed: Carbon	2	11266
"Need for Speed Underground 2	1	11267
"Need for Speed World	2	11269
"Need for Speed: Brennender Asphalt	2	11271
"Need for Speed: Hot Pursuit	4	11275
"Need for Speed: Most Wanted	2	11277
"Need for Speed: Most Wanted (Origin)	6	11283
"Need for Speed: Rivals	7	11290
"Need for Speed: Shift	1	11291
"Need for Speed: The Crew	1	11292
"Need for Speed: The Run	2	11294
"Need for Speed: Underground 2	1	11295
"Neuroshima Hex	1	11296
"Never Alone	12	11308
"Neverwinter Nights	9	11317
"Neverwinter Nights 2	16	11333
"New Super Luigi U	1	11334
"New Super Mario Bros. 2	1	11335
"New Super Mario Bros. U	4	11339
"New Super Mario Bros. Wii	1	11340
"Next Car Game: Wreckfest	9	11349
"Ni No Kuni	6	11355
"Nickelodeon's The Legend of Korra	2	11357
"Nidhogg	1	11358
"Nimble Quest	1	11359
"Ninja Gaiden 3 Razor's Edge	1	11360
"Nitro Nation Online	1	11361
"No More Room In Hell	2	11363
"Nobunaga's Ambition: Souzou	1	11364
"Nosgoth	9	11373
"NotTetris	1	11374
"Nuclear Throne	4	11378
"OMSI 2	2	11380
"ORION: Prelude	1	11381
"Obscure II	1	11382
"Obulis	1	11383
"Octodad	1	11384
"Octodad: Dadliest Catch	2	11386
"Oddworld: Abe's Oddysee	1	11387
"Ogame	2	11389
"Okami	1	11390
"One Finger Death Punch	3	11393
"One Piece: Pirate Warriors	1	11394
"One Piece: Pirate Warriors 2	1	11395
"OpenTTD	3	11398
"Operation Flashpoint: Red River	1	11399
"Orcs Must Die! 2	5	11404
"Osu!	5	11409
"Otomaid @ Cafe	1	11410
"Outlast (GOG)	11	11421
"Outlaws	1	11422
"Overruled!	1	11423
"P.T.	1	11424
"Painkiller	2	11426
"Pandora - First Contact	1	11427
"Panzer Corps: Wehrmacht	7	11434
"Papers, Please	19	11453
"Path of Exile	32	11485
"Pathfinder Online	1	11486
"Patrizier IV	1	11487
"PayDay	5	11492
"PayDay 2	154	11646
"Payday: The Heist	6	11652
"Peggle	2	11654
"Peggle 2	2	11656
"Penumbra: Overture	1	11657
"Persona 4: The Ultimax Ultra Suplex Hold	2	11659
"Persona Q: Shadow of the Labyrinth	4	11663
"Pflanzen gegen Zombies	14	11677
"Pflanzen gegen Zombies 2	9	11686
"Pflanzen gegen Zombies: Garden Warfare	31	11717
"Phantasy Star Online 2	1	11718
"Pharaoh	1	11719
"Piano Tiles (Don't Tap The White Tile)	1	11720
"Picmi	1	11721
"Picross E4	1	11722
"Pikmin	1	11723
"Pikmin 3	2	11725
"Pinball FX2	7	11732
"Pixel Dungeon	2	11734
"PixelJunk Monsters Ultimate	1	11735
"Pizza Connection	1	11736
"Plague Inc.	13	11749
"Plague Inc. Evolved	4	11753
"Plague Inc: Evolved	7	11760
"Planetary Annihilation	14	11774
"Planetside 2	42	11816
"Plants vs. Zombie	1	11817
"Play Epic Battle Fantasy 4	1	11818
"Playstation Home	1	11819
"Pokémon Mystery Dungeon: Erkundungstea	1	11820
"Pokémon Mystery Dungeon: Erkundungsteam Himmel	1	11821
"Pokémon Omega Rubin	1	11822
"Pokémon Showdown	1	11823
"Pokémon Trading Card Game Online	1	11824
"Pokémon X	20	11844
"Pokémon: Alpha Saphir	89	11933
"Pokémon: Feuerrote Edition	2	11935
"Pokémon: Gelbe Edition - Special Pikachu Ed	1	11936
"Pokémon: Platinum Version	2	11938
"Pokémon: Schwarze Edition	1	11939
"Pokémon: Schwarze Edition 2	1	11940
"Pokémon: Silberne Edition	4	11944
"Pokémon: Silberne Edition SoulSilver	3	11947
"Pokémon: Smaragd-Edition	1	11948
"Pool Nation	2	11950
"Port Royale 3	2	11952
"Portal	16	11968
"Portal 2	32	12000
"Postal 2	3	12003
"Powerstar Golf	1	12004
"Primal Carnage: Extinction	2	12006
"Primordia	1	12007
"Prince of Persia: The Sands of Time	1	12008
"Prison Architect	22	12030
"Prison Rape Simulator 2014	1	12031
"Pro Cycling Manager 2013	1	12032
"Pro Evolution Soccer 2013	3	12035
"Pro Evolution Soccer 2014	1	12036
"Pro Evolution Soccer 2015	30	12066
"Pro Evolution Soccer 6	1	12067
"Professor Layton und das Geheimnisvolle Dorf	1	12068
"Professor Layton und das Vermächtnis von Aslant	1	12069
"Professor Layton und die Maske der Wunder	1	12070
"Professor Layton vs. Phoenix Wright: Ace Att	1	12071
"Professor Layton vs. Phoenix Wright: Ace Attor	1	12072
"Project CARS	6	12078
"Project Zomboid	3	12081
"Prototype	2	12083
"Prototype 2	1	12084
"Psychonauts	2	12086
"Pure Pool	2	12088
"Quake	2	12090
"Quake 4	2	12092
"Quake III Arena	5	12097
"Quake Live	8	12105
"Quantum Conundrum	1	12106
"Quizduell	15	12121
"R.U.S.E.	3	12124
"RESOGUN	3	12127
"RETRY	3	12130
"Race 07: Official WTCC Game	2	12132
"Race Driver: GRID	4	12136
"Race The Sun	3	12139
"RaceRoom Racing Experience	4	12143
"Radiant Historia	1	12144
"Rage	7	12151
"Rage of Bahamut	1	12152
"Ragnarok Online (20 Tage kostenlos)	2	12154
"Ragnarok Online 2	1	12155
"Raiden III	1	12156
"Rail Nation	1	12157
"Rambo: The Video Game	1	12158
"Randal's Monday	2	12160
"Ratchet & Clank Future: A Crack in Time	1	12161
"Ravaged Zombie Apocalypse	1	12162
"Rayman	1	12163
"Rayman Legends	14	12177
"Rayman Origins	4	12181
"Rayman Raving Rabbids	1	12182
"ReRave	1	12183
"Real Racing 3	1	12184
"Real World Racing	1	12185
"Realms of the Haunting	1	12186
"Rebuild 2	1	12187
"Recruits - Make Heroes. Make History	1	12188
"Red Dead Redemption	19	12207
"Red Faction	1	12208
"Red Faction: Armageddon	2	12210
"Red Faction: Guerrilla	9	12219
"Red Orchestra: Ostfront 41-45	2	12221
"Reflec Beat plus!	1	12222
"Reflex	2	12224
"Remeber Me	7	12231
"Renegade Ops	1	12232
"Renegade-x	1	12233
"Resident Evil 4	2	12235
"Resident Evil 5	3	12238
"Resident Evil 6	4	12242
"Resident Evil: Darkside Chronicles	4	12246
"Resident Evil: Revelations	5	12251
"Resonance	2	12253
"Return to Castle Wolfenstein	4	12257
"Rift	8	12265
"Rise of Flight	1	12266
"Rise of Nations	10	12276
"Rise of Venice	1	12277
"Rise of the Triad	2	12279
"Risen	9	12288
"Risen 2: Dark Waters	7	12295
"Risen 3: Titan Lords	47	12342
"Rising Storm	18	12360
"Risk of Rain	13	12373
"Roads of Rome 3	1	12374
"Robocraft	9	12383
"RockBand	1	12384
"Rockband 3	1	12385
"Rocksmith 2014	15	12400
"Rogue Legacy	7	12407
"RollerCoaster Tycoon	4	12411
"RollerCoaster Tycoon 2	2	12413
"RollerCoaster Tycoon 3	2	12415
"Rome: Total War	7	12422
"Rules!	1	12423
"Rumble Roses XX	1	12424
"Runaway: A Road Adventure	2	12426
"Rune Factory 4	1	12427
"Rune Factory Frontier	1	12428
"Runes of Magic	2	12430
"Runescape	3	12433
"Running with Rifles	1	12434
"Rust	9	12443
"Ryse: Son of Rome	21	12464
"S.K.I.L.L.-Special Force 2	1	12465
"S.N.O.W.	1	12466
"S.O.L : Stone of Life EX	1	12467
"S.T.A.L.K.E.R.: Call of Pripyat	5	12472
"S.T.A.L.K.E.R.: Clear Sky	2	12474
"S.T.A.L.K.E.R.: Shadow of Chernobyl	8	12482
"S4 League	2	12484
"SWAT 3	2	12486
"SWAT 4	1	12487
"Sacred	2	12489
"Sacred 3	1	12490
"Sacred Citadel	1	12491
"Saints Row 2	5	12496
"Saints Row IV	49	12545
"Saints Row: The Third	14	12559
"Sakura Spirit	1	12560
"Samurai Warriors 4	1	12561
"Sanctum	2	12563
"Sanctum 2	7	12570
"Satellite Reign	1	12571
"Sauspiel Schafkopf	1	12572
"Scarlet Blade	1	12573
"Schleichfahrt	1	12574
"School of Dragons	1	12575
"Scrabble (Smartphone)	1	12576
"Screencheat	1	12577
"Scrolls	1	12578
"Secret Ponchos	1	12579
"Secret Weapons over Normandy	1	12580
"Secret of Evermore	1	12581
"Secret of Mana	3	12584
"Senran Kagura Shinovi Versus	2	12586
"Sentinel 3: Homeworld	1	12587
"Serious Sam 2 HD	1	12588
"Serious Sam 3: BFE	5	12593
"Serious Sam HD: The First Encounter	3	12596
"Severance: Blade of Darkness	1	12597
"Shadow Hearts	1	12598
"Shadow Kings	1	12599
"Shadow Man	1	12600
"Shadow Warrior	23	12623
"Shadow Warrior (2013)	6	12629
"Shadowrun Returns	7	12636
"Shadowrun: Dragonfall	6	12642
"Shakes & Fidget	1	12643
"Shakes and Fidget	4	12647
"Shantae	1	12648
"Shattered Horizon	1	12649
"Shaun White Snowboarding	1	12650
"Sherlock Holmes and the Hound of Basker	1	12651
"Sherlock Holmes and the Hound of Baskerville	2	12653
"Sherlock Holmes and the Hound of Baskervilles	4	12657
"Sherlock Holmes: Crimes and Punishments	3	12660
"Shift 2: Unleashed	1	12661
"Shin Megami Tensei: Digital Devil Saga	1	12662
"Shin Megami Tensei: Persona 3	1	12663
"Shin Megami Tensei: Persona 4	6	12669
"ShootMania	2	12671
"Shovel Knight	5	12676
"Shroud of the Avatar: Forsaken Virtues	2	12678
"Sid Meier's Alpha Centauri	2	12680
"Sid Meier's Civilization II	3	12683
"Sid Meier's Civilization III	1	12684
"Sid Meier's Civilization IV	12	12696
"Sid Meier's Civilization IV: Colonization	2	12698
"Sid Meier's Civilization V	151	12849
"Sid Meier's Civilization: Beyond Earth	85	12934
"Sid Meier's Pirates!	2	12936
"Sid Meier's Railroad Tycoon	2	12938
"Sideswiped	1	12939
"Sightline: The Chair	1	12940
"Silent Hill (1999)	1	12941
"Silent Hill 2	1	12942
"Silent Hunter 3	1	12943
"Silent Hunter 4	1	12944
"Silent Hunter 5: Battle of the Atlantic	2	12946
"Sim City (2013)	3	12949
"SimCity 4	6	12955
"Simcity 2000 (1994)	1	12956
"Simon the Sorcerer	1	12957
"Sing Party	1	12958
"Singstar	1	12959
"Singularity	1	12960
"Sins of a Solar Empire	12	12972
"Sins of the Dark Age	1	12973
"Sir, you are being hunted	2	12975
"Skull Girls	1	12976
"Skullgirls	1	12977
"Skylanders Giants	1	12978
"Skylanders: Swap Force (Starter Pack)	1	12979
"Skylanders: Trap Team	1	12980
"Sleeping Dogs	14	12994
"Slenderman	1	12995
"Sly Cooper: Thieves in Time	1	12996
"Small World	2	12998
"Smash Tennis	1	12999
"Smite	12	13011
"Smugglers 5	1	13012
"Sniper Elite 3	6	13018
"Sniper Elite V2	4	13022
"Sniper Elite: Nazi Zombie Army 2	2	13024
"Sniper Elite: Zombie Army	1	13025
"SolForge	1	13026
"Solitär	12	13038
"Sonic & All-Stars Racing Transformed	5	13043
"Sonic Adventure DX	1	13044
"Sonic Boom: Rise of Lyric	1	13045
"Sonic Generations	2	13047
"Sonic the Hedgehog 2	1	13048
"South Park: Der Stab der Wahrheit	41	13089
"Space Age: A Game of Space Adventure	1	13090
"Space Engieeners	28	13118
"Space Hulk: Ascension Edition	2	13120
"Space Run	3	13123
"Space Trader (Eigenproduktion)	1	13124
"SpaceChem	2	13126
"Spec Ops: The Line	14	13140
"Speedrunners	5	13145
"SpellForce 2: Demons of the Past	1	13146
"Spelunky	3	13149
"Spider Solitaire	3	13152
"Spider-Man Unlimited	1	13153
"Spin Tires	1	13154
"Spintires	11	13165
"Spirit Stones	2	13167
"Spirits	1	13168
"Splice	1	13169
"Split Second: Velocity	2	13171
"Spore	5	13176
"Star Citizen	46	13222
"Star Conflict	1	13223
"Star Made	3	13226
"Star Ocean: The Last Hope	1	13227
"Star Pirates	1	13228
"Star Trek Online	26	13254
"Star Trek: Starfleet Academy	1	13255
"Star Wars Jedi Knight: Jedi Academy	2	13257
"Star Wars: Battlefront II	5	13262
"Star Wars: Commander	5	13267
"Star Wars: Empire at War	8	13275
"Star Wars: Episode III – Die Rache de	1	13276
"Star Wars: Force Collection	2	13278
"Star Wars: Jedi Knight 2: Jedi Outcast	1	13279
"Star Wars: Knights of the Old Republic	11	13290
"Star Wars: Knights of the Old Republic II -	1	13291
"Star Wars: TIE Fighter	2	13293
"Star Wars: The Battle of Endor	1	13294
"Star Wars: The Force Unleashed	1	13295
"Star Wars: The Force Unleashed 2	1	13296
"Star Wars: The Old Republic	67	13363
"Star Wars: Tiny Death Star	1	13364
"Star Wars: X-Wing	1	13365
"StarCraft II: Wings of Liberty	80	13445
"StarDrive	1	13446
"Starbound	12	13458
"Starcraft	3	13461
"Stargate: Resistance	1	13462
"Starpoint Gemini	1	13463
"Starpoint Gemini 2	3	13466
"Starwhal	1	13467
"State of Decay	18	13485
"State of Decay: Breakdown	1	13486
"SteamWorld Dig	2	13488
"Steins;Gate	1	13489
"Stick Hero	3	13492
"Still Life 2	1	13493
"Stonehearth	3	13496
"Stonekeep	1	13497
"Strategic Command Global Conflict	1	13498
"Strategic Command World War 1	1	13499
"Street Fighter Alpha 3	1	13500
"Streetpass Mii-Lobby	3	13503
"Strider	1	13504
"Stronghold	3	13507
"Stronghold Crusader	5	13512
"Stronghold Crusader 2	9	13521
"Stronghold Crusader HD	1	13522
"Styx: Master of Shadows	9	13531
"Subway Surfer	2	13533
"Subway Surfers	1	13534
"Sudeki	1	13535
"Sudoku Free	1	13536
"Suikoden	1	13537
"Summoners War: Sky Arena	1	13538
"Sunless Sea	1	13539
"Sunrider	2	13541
"Sunset Overdrive	30	13571
"Super Hexagon	5	13576
"Super Mario 3D Land	8	13584
"Super Mario 64	1	13585
"Super Mario Bros. 2	2	13587
"Super Mario Galaxy	2	13589
"Super Mario World	4	13593
"Super Meat Boy	3	13596
"Super Smash Bros 4	114	13710
"Super Smash Bros Wii U	1	13711
"Super Smash Bros. Brawl	2	13713
"Super Smash Bros. Melee	3	13716
"Super Street Fighter IV	3	13719
"Super Street Fighter V	1	13720
"Supersonic Acrobatic Rocket-Powered Battle-Car	1	13721
"Supreme Commander 2	4	13725
"Supreme Commander: Forged Alliance	5	13730
"Surgeon Simulator 2013	3	13733
"Survarium	3	13736
"Sword Art Online: Hollow Fragment	1	13737
"Sword of the Stars: The Pit	1	13738
"Symphony	1	13739
"System Shock 2	3	13742
"Söldner – Secret Wars	1	13743
"TITAN ATTACKS	1	13744
"TOME: Immortal Arena	2	13746
"TRI: Of Friendship and Madness	2	13748
"Tactical Ops	1	13749
"Take On Helicopters	1	13750
"Tales Of Hearts	1	13751
"Tales from the Borderlands	24	13775
"Tales of Aravorn: Seasons Of The Wolf	1	13776
"Tales of Innocence R	1	13777
"Tales of Phantasia	1	13778
"Tales of Symphonia	2	13780
"Tales of Symphonia: Dawn of the New World	1	13781
"Tales of Xillia	1	13782
"Tales of Xillia 2	3	13785
"Tales of hearts r	1	13786
"Tangled	1	13787
"Team Fortress 2	69	13856
"Team Fortress Classic	1	13857
"Teeworlds	1	13858
"Tekken	2	13860
"Tekken 6	1	13861
"Tekken Tag Tournament	1	13862
"Tekken Tag Tournament 2	4	13866
"Teleglitch	1	13867
"Teleglitch: Die More Edition	1	13868
"Temple Run	1	13869
"Temple Run 2	1	13870
"Tera Online	7	13877
"Terra Battle	3	13880
"Terranigma	1	13881
"Terraria	27	13908
"Tesla Effect: A Tex Murphy Adventure	3	13911
"Tetris	2	13913
"Tetris Ultimate	1	13914
"Texas Hold'Em King 2	1	13915
"The Age of Decadence	1	13916
"The Amazing Spider-Man	1	13917
"The Amazing Spider-Man 2	1	13918
"The Banner Saga	16	13934
"The Bard's Tale	1	13935
"The Battle for Wesnoth	1	13936
"The Binding of Isaac	62	13998
"The Binding of Isaac. Rebirth	1	13999
"The Binding of Isaac: Rebirth	110	14109
"The Blackwell Epiphany	1	14110
"The Blackwell Legacy	1	14111
"The Book of Unwritten Tales	6	14117
"The Book of Unwritten Tales 2	3	14120
"The Bridge	1	14121
"The Cat Lady	4	14125
"The Cave	2	14127
"The Chronicles of Riddick: Escape from	1	14128
"The Crew	160	14288
"The Curious Expedition	1	14289
"The Darkness II	3	14292
"The Elder Scrolls III: Morrowind	10	14302
"The Elder Scrolls IV: Oblivion	13	14315
"The Elder Scrolls Online	31	14346
"The Elder Scrolls V: Skyrim	324	14670
"The Escapist	1	14671
"The Evil Within	125	14796
"The Expandabros	1	14797
"The Forest	19	14816
"The G.G. Shinobi	1	14817
"The Golf Club	1	14818
"The Hunter	1	14819
"The Incredible Adventures of Van Helsing	2	14821
"The Inner World	1	14822
"The LEGO Movie Videogame	1	14823
"The Last Of Us: Factions	1	14824
"The Last Remnant	1	14825
"The Last Story	1	14826
"The Last Tinker: City of Colors	1	14827
"The Last of Us	74	14901
"The Last of Us: Remastered	24	14925
"The Legend Of Zelda: Skyward Sword	3	14928
"The Legend of Zelda: A Link between Wor	1	14929
"The Legend of Zelda: A Link between Worlds	8	14937
"The Legend of Zelda: A Link to the Past	3	14940
"The Legend of Zelda: Majora's Mask	1	14941
"The Legend of Zelda: Ocarina of Time	5	14946
"The Legend of Zelda: Oracle of Ages	1	14947
"The Legend of Zelda: Spirit Tracks	1	14948
"The Legend of Zelda: The Wind Waker	6	14954
"The Legend of Zelda: Twilight Princess	1	14955
"The Long Dark	14	14969
"The Longest Journey	2	14971
"The Lost Vikings	2	14973
"The Masterplan	1	14974
"The Night of the Rabbit	1	14975
"The Organ Trail	1	14976
"The Pinball Arcade	2	14978
"The Saboteur	3	14981
"The Sailor's Dream	1	14982
"The Samaritan Paradox	1	14983
"The Second World	1	14984
"The Secret World	7	14991
"The Secret of Monkey Island	1	14992
"The Secret of Monkey Island - Special Edition	1	14993
"The Ship	1	14994
"The Simpsons: Springfield	16	15010
"The Simpsons: Tapped Out	4	15014
"The Stanley Parable	9	15023
"The Swapper	2	15025
"The Talos Principle	1	15026
"The Thirty-Nine Steps	1	15027
"The Tiny Bang Story	1	15028
"The Vanishing of Ethan Carter	20	15048
"The Walking Dead	102	15150
