"Wert"	"n"	"sum"
.00	73	73
8.00	1	74
9.00	1	75
13.00	2	77
25.00	1	78
30.00	2	80
35.00	1	81
36.00	1	82
40.00	3	85
45.00	1	86
50.00	3	89
75.00	1	90
80.00	2	92
84.00	1	93
90.00	1	94
100.00	6	100
130.00	1	101
150.00	2	103
200.00	4	107
264.00	1	108
