"Wert"	"n"	"sum"
0.0	14	14
10.0	1	15
20.0	1	16
40.0	1	17
50.0	3	20
100.0	2	22
140.0	1	23
150.0	1	24
200.0	1	25
300.0	2	27
320.0	1	28
350.0	1	29
400.0	4	33
450.0	1	34
500.0	3	37
620.0	1	38
800.0	1	39
950.0	1	40
1000.0	2	42
1200.0	3	45
1300.0	1	46
2500.0	1	47
7890.0	1	48
