"Wert"	"n"	"sum"
4	2	2
5	4	6
6	2	8
8	1	9
9	2	11
10	5	16
12	3	19
15	2	21
20	6	27
21	1	28
24	1	29
25	3	32
28	1	33
30	7	40
35	1	41
40	1	42
45	1	43
60	1	44
500	1	45
100000000000000000	1	46
