"Wert"	"n"	"sum"
-1.0	24	24
3.0	2	26
4.0	7	33
5.0	13	46
6.0	19	65
7.0	20	85
8.0	18	103
9.0	11	114
10.0	11	125
11.0	6	131
12.0	5	136
13.0	4	140
14.0	3	143
15.0	4	147
16.0	5	152
17.0	1	153
18.0	1	154
19.0	2	156
20.0	7	163
21.0	3	166
22.0	1	167
24.0	1	168
26.0	2	170
29.0	1	171
30.0	1	172
33.0	1	173
34.0	1	174
36.0	1	175
37.0	2	177
40.0	1	178
44.0	1	179
